work_year,experience_level,employment_type,job_title,salary,salary_currency,company_location,company_size
2023,Senior,Full-Time,Data Engineer,109400,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,145000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,239748,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,159832,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,186300,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,102500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,149040,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,113900,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,172600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,107900,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,180180,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,106020,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,376080,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,213120,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,206500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,121600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Cloud Database Engineer,170000,United States Dollar,United States,Large
2023,Senior,Full-Time,Applied Machine Learning Scientist,90000,United States Dollar,United States,Large
2023,Entry,Full-Time,Data Analyst,95000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,275000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,120000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Engineer,175000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,206000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,130000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,138000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Architect,92000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Manager,65000,United States Dollar,Colombia,Medium
2023,Senior,Full-Time,Data Manager,48000,United States Dollar,Colombia,Medium
2023,Senior,Full-Time,Analytics Engineer,130000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,87000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,145000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,147100,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Engineer,115100,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Engineer,73900,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,168400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,105200,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,47500,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Financial Data Analyst,130000,United States Dollar,United States,Large
2023,Senior,Full-Time,Data Scientist,205000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,141288,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,94192,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Infrastructure Engineer,184000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Infrastructure Engineer,143000,United States Dollar,United States,Medium
2023,Mid,Full-Time,ML Engineer,160000,United States Dollar,United States,Medium
2023,Mid,Full-Time,ML Engineer,147000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Software Data Engineer,100000,Singapore Dollar,Singapore,Large
2023,Mid,Full-Time,Data Scientist,1400000,Indian Rupee,India,Large
2023,Entry,Full-Time,AI Programmer,70000,United States Dollar,Australia,Large
2023,Entry,Full-Time,AI Developer,80000,United States Dollar,Sweden,Medium
2023,Mid,Full-Time,Lead Data Analyst,1500000,Indian Rupee,India,Large
2023,Executive,Full-Time,Data Engineer,210914,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,116704,United States Dollar,United States,Medium
2023,Mid,Full-Time,Analytics Engineer,185700,United States Dollar,United States,Medium
2023,Mid,Full-Time,Analytics Engineer,165000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Operations Engineer,193000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Operations Engineer,136850,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,139500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,109400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,276000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,55000,Euro,Spain,Medium
2023,Mid,Full-Time,Data Scientist,45000,Euro,Spain,Medium
2023,Mid,Full-Time,Data Engineer,70000,Euro,Slovenia,Medium
2023,Mid,Full-Time,Data Engineer,45000,Euro,Slovenia,Medium
2023,Senior,Full-Time,Machine Learning Engineer,161000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Machine Learning Engineer,83300,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Engineer,112700,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Engineer,83300,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,BI Developer,130000,United States Dollar,United States,Large
2021,Mid,Full-Time,Data Science Lead,150000,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,260000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,ML Engineer,110000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Analytics Engineer,170000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,163800,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,126000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,106250,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,167500,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,106500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,250000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,138000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,130000,United States Dollar,Canada,Medium
2023,Mid,Full-Time,Data Analyst,100000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Deep Learning Researcher,115000,Euro,Germany,Large
2023,Mid,Full-Time,Data Science Manager,104500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Science Manager,70000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Science Consultant,90000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Science Consultant,70000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,185000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,125000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,127000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,210550,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,153300,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,200000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,161500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,119500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analytics Specialist,105000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analytics Specialist,85000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,215000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,146300,United States Dollar,United States,Medium
2023,Entry,Full-Time,AI Developer,200000,Euro,Germany,Large
2023,Mid,Full-Time,Data Engineer,72000,United States Dollar,Mexico,Medium
2023,Mid,Full-Time,Data Engineer,60000,United States Dollar,Mexico,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,122700,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,123900,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,340000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,150000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,250000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,60000,Euro,France,Medium
2023,Senior,Full-Time,Data Analyst,185900,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,121700,United States Dollar,United States,Medium
2023,Senior,Freelance,Software Data Engineer,50000,United States Dollar,Australia,Medium
2023,Entry,Full-Time,Data Analyst,100000,United States Dollar,United States,Large
2023,Executive,Full-Time,Data Engineer,310000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,239000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Analyst,150000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Analyst,100000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,149076,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,82365,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,40000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Analyst,85500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,97750,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,201000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,122000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,116990,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,82920,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Scientist,200000,United States Dollar,United States,Small
2023,Mid,Full-Time,Machine Learning Scientist,125000,United States Dollar,United States,Small
2023,Senior,Full-Time,Data Manager,155000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Manager,140000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Infrastructure Engineer,205920,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Infrastructure Engineer,171600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,121500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,154000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,116000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,65000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Analyst,36050,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Analyst,180000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,105000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Scientist,260000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Analyst,30000,United States Dollar,India,Medium
2022,Entry,Part-Time,Data Analyst,34320,United States Dollar,United States,Small
2023,Senior,Full-Time,Head of Data,70000,Euro,Portugal,Large
2022,Executive,Full-Time,Data Science Manager,106000,United States Dollar,Russian Federation,Large
2023,Senior,Full-Time,Data Analyst,122000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,93800,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Manager,150000,United States Dollar,Mexico,Medium
2023,Senior,Full-Time,Data Science Manager,90000,United States Dollar,Mexico,Medium
2023,Entry,Full-Time,Computer Vision Engineer,220000,United States Dollar,United States,Medium
2023,Senior,Full-Time,BI Data Analyst,67000,Euro,Germany,Medium
2023,Entry,Full-Time,AI Developer,60000,Euro,Germany,Medium
2023,Senior,Full-Time,Data Analyst,1300000,Indian Rupee,India,Small
2023,Mid,Full-Time,Machine Learning Engineer,175000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,40000,United States Dollar,France,Large
2023,Senior,Full-Time,Data Science Consultant,1000000,Thai Baht,Thailand,Medium
2023,Senior,Full-Time,Data Analyst,152380,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,121904,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,168400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,105200,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,128280,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,106900,United States Dollar,United States,Medium
2022,Senior,Full-Time,Lead Data Scientist,192000,United States Dollar,United States,Large
2023,Senior,Full-Time,Research Engineer,100000,Euro,Germany,Small
2023,Senior,Full-Time,Research Engineer,80000,Euro,Germany,Small
2023,Senior,Full-Time,Machine Learning Engineer,275000,United States Dollar,Germany,Medium
2023,Senior,Full-Time,Machine Learning Engineer,174000,United States Dollar,Germany,Medium
2023,Senior,Full-Time,Data Analyst,170500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Manager,60027,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Manager,44737,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Head of Data Science,131899,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Head of Data Science,104891,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Engineer,65000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,124740,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,65488,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Quality Analyst,72200,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Quality Analyst,64980,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,179975,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,86466,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Manager,175000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Manager,120000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Manager,120000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,205920,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,171600,United States Dollar,United States,Medium
2023,Mid,Full-Time,Applied Machine Learning Engineer,130000,United States Dollar,United States,Medium
2022,Entry,Full-Time,Data Scientist,168000,United States Dollar,United States,Medium
2023,Mid,Full-Time,AI Scientist,36000,Euro,Spain,Large
2023,Senior,Full-Time,Data Engineer,167580,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,87980,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,202000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,104000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Engineer,230000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Engineer,148000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,269000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Machine Learning Engineer,158000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Analytics Engineer,197000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,106000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Deep Learning Engineer,150000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Deep Learning Engineer,100000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,290000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,192000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,172800,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,300240,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,200160,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,175000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Manager,169000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Manager,100000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,370000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,95000,British Pound Sterling,United Kingdom,Large
2023,Senior,Full-Time,Data Analyst,110000,United States Dollar,United States,Small
2023,Senior,Full-Time,Data Analyst,80000,United States Dollar,United States,Small
2023,Entry,Full-Time,Data Analyst,55000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Analyst,48000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,137500,United States Dollar,United States,Medium
2021,Mid,Full-Time,AI Scientist,30000,United States Dollar,Ghana,Small
2023,Senior,Full-Time,Machine Learning Engineer,186000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153088,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Infrastructure Engineer,190000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Infrastructure Engineer,160000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Infrastructure Engineer,183310,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,66000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,148500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,126277,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,228000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,120000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,180000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,90000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,272000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,170000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,259000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,90000,British Pound Sterling,Croatia,Medium
2023,Mid,Full-Time,Data Analyst,60000,British Pound Sterling,Croatia,Medium
2023,Entry,Part-Time,Data Analyst,78000,Polish Zloty,India,Large
2023,Entry,Full-Time,Data Scientist,101400,Brazilian Real,Brazil,Large
2023,Senior,Full-Time,Data Science Lead,247500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Lead,172200,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,100000,Euro,France,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,70000,Euro,France,Medium
2023,Senior,Full-Time,Machine Learning Engineer,288000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Science Lead,60000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Science Lead,50000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Scientist,215050,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,198000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,114000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,209300,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,182200,United States Dollar,United States,Medium
2022,Entry,Full-Time,Data Scientist,85000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,40000,British Pound Sterling,United Kingdom,Medium
2023,Entry,Full-Time,Research Engineer,120000,United States Dollar,United Kingdom,Medium
2023,Entry,Full-Time,Research Engineer,60000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Machine Learning Engineer,147100,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,90700,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,227000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,108000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,160000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,52000,Euro,Spain,Medium
2023,Senior,Full-Time,Data Analyst,48000,Euro,Spain,Medium
2023,Entry,Full-Time,Data Analyst,60000,United States Dollar,United States,Large
2023,Entry,Full-Time,Data Analyst,50000,United States Dollar,United States,Large
2023,Senior,Full-Time,Data Engineer,226700,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,133300,United States Dollar,United States,Medium
2023,Senior,Full-Time,Big Data Architect,124999,British Pound Sterling,United Kingdom,Large
2023,Senior,Full-Time,Data Analyst,52500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,162500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,165000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,124000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,63000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,253750,United States Dollar,Spain,Medium
2023,Senior,Full-Time,Research Scientist,169200,United States Dollar,Spain,Medium
2023,Senior,Full-Time,Data Engineer,213580,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,163625,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Software Engineer,375000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,95000,Euro,Ireland,Medium
2023,Mid,Full-Time,Product Data Analyst,1350000,Indian Rupee,India,Large
2023,Executive,Full-Time,Data Engineer,210000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Manager,231250,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Manager,138750,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,284310,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153090,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,125000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,90000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Analyst,70000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Science Lead,225900,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Lead,156400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,385000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,241871,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,133832,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,192500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,36000,United States Dollar,Mexico,Small
2023,Mid,Full-Time,Machine Learning Engineer,100000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Machine Learning Engineer,80000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Scientist,216100,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,140800,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,120000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Computer Vision Software Engineer,50000,Euro,Canada,Large
2023,Entry,Full-Time,Data Scientist,110000,United States Dollar,United States,Small
2023,Mid,Full-Time,Data Engineer,55000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Engineer,52000,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Data Engineer,284000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,236000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,248100,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Research Scientist,145900,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Research Engineer,155850,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Engineer,102544,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,151410,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,115360,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,55000,Euro,Spain,Medium
2023,Senior,Full-Time,Director of Data Science,170000,Canadian Dollar,Canada,Medium
2023,Senior,Full-Time,Azure Data Engineer,100000,United States Dollar,Netherlands,Large
2023,Senior,Full-Time,Data Scientist,185000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Scientist,120250,United States Dollar,United Kingdom,Medium
2023,Entry,Full-Time,Data Engineer,25000,Euro,Germany,Large
2022,Entry,Full-Time,Data Scientist,180000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,85000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,70000,United States Dollar,United States,Medium
2023,Senior,Full-Time,BI Developer,100000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Analytics Manager,155000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Analytics Manager,140000,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,220000,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,150000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analytics Manager,204500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analytics Manager,138900,United States Dollar,United States,Medium
2022,Mid,Full-Time,Research Scientist,23000,United States Dollar,India,Large
2023,Mid,Full-Time,Machine Learning Engineer,110000,United States Dollar,United States,Large
2023,Senior,Full-Time,Data Engineer,182750,United States Dollar,United States,Medium
2023,Executive,Full-Time,Head of Data Science,314100,United States Dollar,United States,Medium
2023,Executive,Full-Time,Head of Data Science,195800,United States Dollar,United States,Medium
2023,Senior,Full-Time,Applied Scientist,180000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,144000,United States Dollar,United States,Medium
2023,Entry,Full-Time,BI Developer,160000,United States Dollar,United States,Medium
2023,Entry,Full-Time,BI Developer,100000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Manager,199000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Manager,112000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Big Data Engineer,130000,United States Dollar,Sweden,Small
2023,Entry,Full-Time,Data Engineer,160000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Engineer,135000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Applied Scientist,350000,United States Dollar,United States,Large
2023,Senior,Full-Time,Applied Scientist,262500,United States Dollar,United States,Large
2023,Senior,Full-Time,Machine Learning Engineer,276000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,158677,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,103200,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,61200,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,155000,United States Dollar,United States,Large
2021,Entry,Full-Time,Marketing Data Engineer,90000,Singapore Dollar,Singapore,Large
2023,Senior,Full-Time,Data Scientist,59000,Euro,Estonia,Large
2023,Senior,Full-Time,Data Scientist,139000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,174500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,113000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,87000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,107250,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,300000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,119000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Head of Data Science,5000000,Indian Rupee,India,Large
2023,Entry,Full-Time,Data Analyst,30000,United States Dollar,United States,Small
2023,Mid,Full-Time,Data Science Manager,220000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Science Manager,195000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Manager,168400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,200000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,153000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Data Engineer,94000,United States Dollar,Canada,Medium
2023,Entry,Full-Time,Data Scientist,124234,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Scientist,74540,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,109000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,80000,Euro,France,Large
2023,Mid,Full-Time,Machine Learning Engineer,50000,United States Dollar,Armenia,Small
